TXNAME	GENEID	R2_HCC827	R3_HCC827	R1_HCC827	R3_H1975	R1_H1975	R2_H1975
ENST00000396649	ENSG00000151092	8	8	14	78	67	110
ENST00000396650	ENSG00000166920	3273	4237	4998	2925	2791	2576
ENST00000396651	ENSG00000142937	61887	100959.81404	128718.40881	40901.76892	48451.99989	46126.28142
ENST00000396654	ENSG00000152056	22	41	73	154	158	186
ENST00000396658	ENSG00000118900	0	0	0	1.75306	0	0
ENST00000396659	ENSG00000171766	0	7	4	66	70	81
ENST00000396662	ENSG00000122644	0	0	0	4	3	6
ENST00000396663	ENSG00000122644	25.5	45.29967	118.16473	270.62899	536.6352	542.09094
ENST00000396664	ENSG00000122644	17	25.15398	127.54046	87.93878	2e-05	398.19125
ENST00000396667	ENSG00000106460	2	3	6	21	18	30
ENST00000396668	ENSG00000106460	150	411	413	1133	984	1133
ENST00000396671	ENSG00000151090	3	4	4	1	4	0
ENST00000396675	ENSG00000003147	0	1	0	0	0	0
ENST00000396679	ENSG00000123219	15	44	31	55	68	60
ENST00000396680	ENSG00000128272	0	0	0	0	0	1
ENST00000396681	ENSG00000196998	0	0.15203	0.88059	0	0	1
ENST00000396682	ENSG00000106399	2	1	3	6	12	22
ENST00000396684	ENSG00000111676	0	1	0	0	0	0
ENST00000396688	ENSG00000072195	0	0	0	0	0	1
ENST00000396692	ENSG00000213882	0	0	0	0	1	0
ENST00000396703	ENSG00000182247	0	0	0	0	1	1
ENST00000396705	ENSG00000111669	1.56999	3.04347	1.99424	3.78434	2.54184	1.47749
ENST00000396706	ENSG00000136247	42.44193	33.60278	28.18908	78.09582	86.01743	111.54767
ENST00000396707	ENSG00000136247	62	84	62	158	152	189
ENST00000396709	ENSG00000136247	3.11606	5	4.48464	10.16493	28.19421	6.3973
ENST00000396713	ENSG00000136247	148	204	169	409	428	463
ENST00000396721	ENSG00000170786	1	8	5	9	17	18
ENST00000396722	ENSG00000068079	0	0	0	0	0	0.02815
ENST00000396735	ENSG00000213889	0	3	0	39	47	26
ENST00000396737	ENSG00000213889	49	49	98	22	35	35
ENST00000396738	ENSG00000115661	21	66	56	79	96	99
ENST00000396743	ENSG00000068308	0	1	4	4	5	8
ENST00000396751	ENSG00000166333	166.51944	14.36411	170.13834	215.61203	25.2505	8.99605
ENST00000396758	ENSG00000132768	10	6	6	6	9	11
ENST00000396761	ENSG00000198925	5	17	7	11	9	17
ENST00000396774	ENSG00000047249	9	10	24	23	41	30
ENST00000396777	ENSG00000132254	38.5	0	0	0	0	0
ENST00000396783	ENSG00000213900	0	1	1	1	0	1
ENST00000396789	ENSG00000213903	0	0	1	0	0	0
ENST00000396801	ENSG00000126746	3	7	7	2	2	5
ENST00000396807	ENSG00000111653	154.06288	143.03023	216	91	89	88
ENST00000396809	ENSG00000135926	1	8	0	0	6.90564	10.98949
ENST00000396817	ENSG00000152457	0	0	0	0	0	1
ENST00000396819	ENSG00000090006	0	1	0	1	1	0
ENST00000396821	ENSG00000100201	7	7	3	11	4	12
ENST00000396825	ENSG00000197296	42	50	53	61	78	76
ENST00000396827	ENSG00000158691	0	0	2	0	0	0
ENST00000396828	ENSG00000129559	45	66	65	181	159	194
ENST00000396832	ENSG00000213923	0.5	2.5	0	1.35884	4	3
ENST00000396833	ENSG00000213920	116	113	141	127	113	104
ENST00000396836	ENSG00000164509	0	0	1	0	0.02506	0
ENST00000396840	ENSG00000010295	0	0	0	0	0	0.77209
ENST00000396842	ENSG00000144597	12	14	19	40	14	22
ENST00000396847	ENSG00000132256	0	0.05863	2	1	1	0.01393
ENST00000396852	ENSG00000140987	4	11	3	11	11	17
ENST00000396854	ENSG00000100926	39	72	7.92358	12	17	18
ENST00000396856	ENSG00000111640	2	13	9	8	3	6
ENST00000396857	ENSG00000104814	0	0	0	1	0	0
ENST00000396858	ENSG00000111640	16	14	20	9	10	7
ENST00000396861	ENSG00000111640	260	282	257	240	339	330
ENST00000396862	ENSG00000140993	1	8	6	28	21	27
ENST00000396863	ENSG00000101057	0	0	0	1	5	1
ENST00000396864	ENSG00000213928	493	1163	899	1056	1033	1046
ENST00000396865	ENSG00000177058	0	0	0	9.5	0	0
ENST00000396871	ENSG00000010539	2	2	0	5.92343	6.75542	6.57683
ENST00000396878	ENSG00000085644	4	0	3	6	2	7
ENST00000396886	ENSG00000082126	0	0	0	0	1	0
ENST00000396887	ENSG00000008517	1	2	0	4	7	8
ENST00000396890	ENSG00000008517	0	0	2	7.44341	10	15.99999
ENST00000396893	ENSG00000197808	0	0	1	1	1	1
ENST00000396912	ENSG00000146587	0	2	3	8	12	4
ENST00000396913	ENSG00000107537	0	0	0	8	5	3
ENST00000396914	ENSG00000163528	196	354	350	577	612	648
ENST00000396926	ENSG00000070718	13	29	30	29	26	36
ENST00000396930	ENSG00000083168	0	0	0	1	1	1
ENST00000396941	ENSG00000100897	0	1	0	0	0	1
ENST00000396946	ENSG00000198286	1	8	4	0	3	2
ENST00000396948	ENSG00000186470	3	2	1	2	4	1
ENST00000396954	ENSG00000164172	2	12	8	27	31	48
ENST00000396957	ENSG00000144713	191	186	254	167	169	157
ENST00000396958	ENSG00000162076	107.07532	175.63531	71.35129	585.99999	626.43623	724.85609
ENST00000396959	ENSG00000213943	4	3	2	1	1	1
ENST00000396965	ENSG00000147118	0	0	0	3	4	6
ENST00000396966	ENSG00000111319	0	0	1	0	0	0
ENST00000396973	ENSG00000100889	8	13	23	13	20	20
ENST00000396976	ENSG00000140265	0	0.94043	0	0	0	0
ENST00000396978	ENSG00000177105	1	6	4	3	5	3
ENST00000396981	ENSG00000132388	125	268	260	353	366	457
ENST00000396984	ENSG00000180596	7	5	9.87298	6.10087	7.0555	4
ENST00000396987	ENSG00000158669	7.5	22	19	21	29	30
ENST00000396988	ENSG00000008323	0	1	0	0	0	0
ENST00000396991	ENSG00000148985	0	0	0	0	3	0
ENST00000396993	ENSG00000148985	3	13	13	10	12	10
ENST00000397000	ENSG00000132170	1	0	2	3	0	0
ENST00000397004	ENSG00000110713	1	3	0	2	0	2
ENST00000397006	ENSG00000132356	0	2	1	4	1	4
ENST00000397007	ENSG00000110713	0	0	0	0	2	0
ENST00000397010	ENSG00000132170	0	0	0	0	5	2
ENST00000397011	ENSG00000106263	0.84987	8	2.38536	11.20455	6.7916	6.43159
ENST00000397015	ENSG00000132170	11	24	20	29	23	37
ENST00000397031	ENSG00000213958	0	2	1	0	0	1
ENST00000397032	ENSG00000124299	2	7	1	4	5	3
ENST00000397036	ENSG00000126217	0	0	1	0	0	0
ENST00000397046	ENSG00000106268	223.22046	270.65242	284.19134	0	0	144.86993
ENST00000397048	ENSG00000106268	0	0	0	0	0	15.99999
ENST00000397049	ENSG00000106268	1090.23648	1147.56423	1416.68465	968.02019	1204.37346	1004.93877
ENST00000397054	ENSG00000117385	3	5	1	2	7	4
ENST00000397055	ENSG00000213962	0	0	0	0	0	1
ENST00000397056	ENSG00000196639	0	0	0	0	2	0
ENST00000397061	ENSG00000213965	14	5	3	3	1	0
ENST00000397062	ENSG00000116044	77	165	144	323	298	431
ENST00000397063	ENSG00000116044	7	50	47	116	154	136
ENST00000397064	ENSG00000218739	0	0	4	5	1	2
ENST00000397066	ENSG00000162063	15	43	25	18.59813	24	27
ENST00000397067	ENSG00000167311	0	0	0	0	0	1
ENST00000397068	ENSG00000167311	0	0	0	2	2	5
ENST00000397070	ENSG00000169490	22	52	55	58	54	79
ENST00000397071	ENSG00000187630	94	100	94	119	183	125
ENST00000397074	ENSG00000157326	16	21	18	16	10	19
ENST00000397075	ENSG00000157326	198	193	192	203	224	252
ENST00000397080	ENSG00000151881	0	0	17.26654	1e-05	4.04826	0
ENST00000397082	ENSG00000167232	4	5	4	5	11	3
ENST00000397083	ENSG00000178381	0.23971	0.28579	0.49699	0.2658	0.34487	0.57266
ENST00000397085	ENSG00000091428	2.93782	0	0	0	0	0
ENST00000397086	ENSG00000205937	27	41	39	41	41	82
ENST00000397088	ENSG00000164850	1.5	3	7	17	16	13
ENST00000397092	ENSG00000164850	0	0	0	5	9	12
ENST00000397098	ENSG00000146540	0	1	0	0	3	1
ENST00000397100	ENSG00000146540	22	34	30	13	11.92014	15
ENST00000397105	ENSG00000157020	0.08028	0	0	0	0.04264	0
ENST00000397109	ENSG00000157020	1	0	4	1	7	6
ENST00000397110	ENSG00000133466	9	29	27	24	30	34
ENST00000397111	ENSG00000110619	91	224	159	280	256	305
ENST00000397117	ENSG00000157020	0	1	0	3	2	2
ENST00000397120	ENSG00000213983	102	321	188	119	120	116
ENST00000397122	ENSG00000197905	10	13	6	4	2	3
ENST00000397126	ENSG00000160321	0	0	0	0	0	1
ENST00000397128	ENSG00000132356	35	74	87	198	182	195
ENST00000397130	ENSG00000180979	16	52	47	76	100	118
ENST00000397132	ENSG00000078246	5	11	4	2	1	3
ENST00000397133	ENSG00000127774	266.78251	385.34352	387.65659	333.71105	348.70255	339.68405
ENST00000397135	ENSG00000166619	0	0	2	6	8	2
ENST00000397137	ENSG00000166619	0	0.99999	1	3	4	2.2907
ENST00000397147	ENSG00000100365	1	1	2	0	0	0
ENST00000397149	ENSG00000122692	166	384	344	485	491	492
ENST00000397150	ENSG00000101363	0	0	1	0	1	0
ENST00000397151	ENSG00000101363	0	4	0	0	0	0
ENST00000397152	ENSG00000101363	9	30	22	51	50	65
ENST00000397154	ENSG00000129460	0.00763	0.12009	5	0.14926	0.09179	0.02982
ENST00000397162	ENSG00000197124	0	1	0	7	6	3
ENST00000397165	ENSG00000197124	7	2.65299	6	4.98548	38	5.10139
ENST00000397166	ENSG00000085788	2	3	2	8	8	2.78705
ENST00000397180	ENSG00000130988	0	0	0	0	3	1
ENST00000397195	ENSG00000007168	206	337	301	472	400	607
ENST00000397210	ENSG00000164318	58	149	169	0	2	0
ENST00000397224	ENSG00000100350	1	2	4	7	6	7
ENST00000397225	ENSG00000128309	12.80026	17.22547	11.75383	7.66496	6.53086	2.09366
ENST00000397238	ENSG00000133612	2	6	3	7	2	2
ENST00000397248	ENSG00000134470	0	3	0	3	10	6
ENST00000397250	ENSG00000134470	0	1	2	6	19	12
ENST00000397254	ENSG00000214019	1	0	0	0	1	0
ENST00000397255	ENSG00000134470	2	4	6	6	7	10
ENST00000397261	ENSG00000241553	744	1442	1530	1600	1990	1915
ENST00000397265	ENSG00000171840	0	0	1	9	4	9
ENST00000397269	ENSG00000134452	0	0	0	1	1	0
ENST00000397272	ENSG00000168907	0	3	1	0	1	2
ENST00000397276	ENSG00000100836	1.96364	9.11127	5.71145	8.84396	9.32906	5.93887
ENST00000397280	ENSG00000196408	0	1	0	0	0	0
ENST00000397281	ENSG00000214022	0	1	1	2	0	6
ENST00000397282	ENSG00000133627	3	6	6	3	12	20
ENST00000397286	ENSG00000131043	0	0	0	1	0	0
ENST00000397289	ENSG00000128284	3	3	5	11	10	16
ENST00000397292	ENSG00000137055	13	73	87	67	61	66
ENST00000397297	ENSG00000214026	1	0	0	0	2	0
ENST00000397298	ENSG00000214026	2346	2499	2851	522	544	530
ENST00000397299	ENSG00000243789	106	154	154	99	85	84
ENST00000397300	ENSG00000256745	3	2	2	4	1	4
ENST00000397317	ENSG00000181885	1221.99958	435.45727	1342.15303	438.21662	988.99973	924.99976
ENST00000397318	ENSG00000216866	17	18	33	8	8	2
ENST00000397323	ENSG00000157110	41	50	41	17	17	17
ENST00000397326	ENSG00000198125	607.69367	1300.00181	1270.06299	699.33621	356.70735	667.72667
ENST00000397332	ENSG00000116990	2	4	3	1	1	2
ENST00000397333	ENSG00000185163	0	0.8994	0	0.33493	0	4
ENST00000397334	ENSG00000158710	5	3	9	17	13	24
ENST00000397338	ENSG00000152620	0	0	0	0	1	0
ENST00000397341	ENSG00000100813	0.91644	1.77065	0	0	2.20511	3.4537
ENST00000397344	ENSG00000162039	0	0	0	5	5	7
ENST00000397347	ENSG00000196085	0	1	0	1	2	0
ENST00000397349	ENSG00000214046	0	0	0	0	1	1
ENST00000397353	ENSG00000063854	0	2	0	0	2	4
ENST00000397356	ENSG00000063854	111.18978	144	144.7892	238.99999	223	222.80437
ENST00000397366	ENSG00000152611	0	0	0	0	0	0.5
ENST00000397367	ENSG00000152611	0	0	0	0	0	2
ENST00000397370	ENSG00000131051	10	8.93009	0	0	7	0
ENST00000397375	ENSG00000074071	3147.45578	3430.97685	3483.52508	2564.93578	3294.71941	2879.2556
ENST00000397377	ENSG00000100802	2	3	3	1	3	6
ENST00000397379	ENSG00000100802	0	12	3	2	3	1
ENST00000397381	ENSG00000214049	19	16	18	2	6e-05	5
ENST00000397382	ENSG00000100802	6	13	15	5	2	2
ENST00000397386	ENSG00000071282	2	4	3	4	12	12
ENST00000397388	ENSG00000129474	17	34.61884	79	64	88	77
ENST00000397389	ENSG00000111325	3	4	1	8	2	6
ENST00000397390	ENSG00000232176	0	4	4	1	1	3
ENST00000397396	ENSG00000214063	6	17	17	7	6	9
ENST00000397397	ENSG00000214063	85.98932	67.94884	122	91.99999	70.19392	0
ENST00000397404	ENSG00000214063	9	14	4	4	4	5
ENST00000397406	ENSG00000214063	37	37.99998	31.99998	43	20.84833	46
ENST00000397411	ENSG00000214063	21	34	34	9	9	15
ENST00000397415	ENSG00000146223	0	6	7	33	35	22
ENST00000397416	ENSG00000125995	92	72	84	96	124	108
ENST00000397420	ENSG00000177697	8.83978	5.77455	1.70274	27.85168	21.47381	4.85902
ENST00000397421	ENSG00000177697	522.01358	699.33182	1141.87902	58.33941	500.38485	1470.24674
ENST00000397423	ENSG00000111846	0	0	2	1	3	1
ENST00000397425	ENSG00000244005	15	42	44	31	55	36
ENST00000397426	ENSG00000100225	7	32	20	131	132	150
ENST00000397428	ENSG00000181392	105	157	215	134	126	116
ENST00000397440	ENSG00000100462	0	0	0	0	0	1
ENST00000397441	ENSG00000100462	8	32	26	7	14	15
ENST00000397442	ENSG00000214078	20	29	30	3	6	5
ENST00000397443	ENSG00000214078	10	11	6	212	249	306
ENST00000397454	ENSG00000158023	0	0	0	1	0	1
ENST00000397457	ENSG00000188428	20	43	54	70	90	87
ENST00000397463	ENSG00000150551	52	115	109	81	91	124
ENST00000397464	ENSG00000059145	0	2.5	0.5	1	2.5	3.5
ENST00000397467	ENSG00000214073	0	0	1	0	2	0
ENST00000397472	ENSG00000177225	28	52	36	9	8	20
ENST00000397488	ENSG00000007516	0	0	0	0	0	1
ENST00000397492	ENSG00000128245	0	0	0	2	0	0
ENST00000397495	ENSG00000100034	1	0	0.42292	1.81768	0.49922	0.9368
ENST00000397496	ENSG00000172590	0.00022	2377.12528	2228.2291	393.00602	696.33112	730.62217
ENST00000397500	ENSG00000241878	0	1	0	1	2	3
ENST00000397505	ENSG00000172590	150.18849	178.77127	214.38512	69.75565	121.74859	110.14358
ENST00000397510	ENSG00000177042	0	0	0	1	0	2
ENST00000397514	ENSG00000103275	1885	3097.5	2662.63442	3134.39756	1353.62708	2549.1088
ENST00000397515	ENSG00000103275	14	12	7	35	42	53
ENST00000397519	ENSG00000164985	0.78187	0	0	0	0	0
ENST00000397524	ENSG00000126001	0	0.47925	0	0	0	0
ENST00000397528	ENSG00000155465	0	2	0	0	0	0
ENST00000397529	ENSG00000155465	1	5	2	0	0	0
ENST00000397532	ENSG00000155465	11.87091	11.84411	1.50249	0.36486	1.6669	1.34312
ENST00000397545	ENSG00000141519	0	0	0	0	0	1
ENST00000397551	ENSG00000214106	0	0	0.59863	0	2.03926	0.67154
ENST00000397554	ENSG00000101019	0	0.17392	2	0.11785	0.46775	0.59758
ENST00000397560	ENSG00000006459	0	0	0	0	2	1
ENST00000397566	ENSG00000185507	3	16	8	16	22	25
ENST00000397570	ENSG00000185507	0	0	0.02426	0	0	0
ENST00000397572	ENSG00000214114	365	529	666	862	1261	979
ENST00000397575	ENSG00000147862	0	2	6	2	6	4
ENST00000397578	ENSG00000174718	0	1	1	6	9	5
ENST00000397579	ENSG00000147862	0	0	0	0	0	1
ENST00000397581	ENSG00000147862	4	0	3	6	1	4
ENST00000397582	ENSG00000099849	10.91007	14.68644	8.40303	13.79316	7.63784	22.84914
ENST00000397583	ENSG00000099849	0	2.82348	1.95626	0	1	2.5
ENST00000397588	ENSG00000153046	4	11	4	16	20	18
ENST00000397592	ENSG00000256968	0	0	0	1	0	0
ENST00000397594	ENSG00000174775	1	0	0	0	3	1
ENST00000397596	ENSG00000174775	0	0	0	0	1	0
ENST00000397604	ENSG00000023191	97.4625	35.89496	9.43497	1e-04	31.452	21.02875
ENST00000397609	ENSG00000171262	4	10	6	13	11	4
ENST00000397614	ENSG00000023191	148	294	196	149	156	180
ENST00000397615	ENSG00000023191	0	0	0	77.03701	88.85813	89.27028
ENST00000397618	ENSG00000102595	37	53	52	44	36	42
ENST00000397620	ENSG00000134138	0	0	1	0	0	0
ENST00000397622	ENSG00000146842	6	0	0	0	0	0.04842
ENST00000397625	ENSG00000070495	168.69134	286	292	221	280	312
ENST00000397628	ENSG00000160310	173	197.24668	187.34684	325.14829	284.18963	327.07633
ENST00000397631	ENSG00000185090	1	2	4	3	1	3
ENST00000397632	ENSG00000185187	0.92479	1e-05	2.61802	0	0	1.64969
ENST00000397638	ENSG00000160310	0	6.40323	0	0	5.8749	2e-05
ENST00000397640	ENSG00000257949	556	878	772	447	528	455
ENST00000397641	ENSG00000133422	0	2	1	3	0	1.9069
ENST00000397642	ENSG00000214144	0	0	1	0	0	0
ENST00000397646	ENSG00000214147	0	0	0	1	0	0
ENST00000397661	ENSG00000008441	0	0	0	1	2	0
ENST00000397664	ENSG00000130731	648	750	657	346	411	436
ENST00000397665	ENSG00000130731	241	222	249	217	210	220
ENST00000397666	ENSG00000130731	219.45956	242.71968	214.7204	144.62095	143.18088	168.50804
ENST00000397677	ENSG00000147457	0	2	0	0	0	0
ENST00000397691	ENSG00000182362	0	0	0	1.22845	0	0
ENST00000397692	ENSG00000182362	0	0	0	2	0	0
ENST00000397694	ENSG00000182362	8	7	8	4	10	12
ENST00000397701	ENSG00000182362	308	469	489	329	384	378
ENST00000397703	ENSG00000284948	33	21	25	13	21	15
ENST00000397709	ENSG00000101460	0	0	0	39	34	34
ENST00000397712	ENSG00000186522	27	64	71	257	246	326
ENST00000397714	ENSG00000186522	1	5	12	19	16	17
ENST00000397718	ENSG00000293669	0	0	0	1	0	0
ENST00000397722	ENSG00000103202	0	6	2	23	13	19
ENST00000397728	ENSG00000160285	5	6.85822	3.68652	8	5	8
ENST00000397729	ENSG00000243014	1	0	0	1	1	0
ENST00000397732	ENSG00000242852	1	0	1	12	7	7
ENST00000397747	ENSG00000197646	0	4	1	32	18	25
ENST00000397752	ENSG00000105976	0	1	0.5	1	0	2
ENST00000397755	ENSG00000290812	0	0	0	0	1	2
ENST00000397758	ENSG00000214192	7	6	15	3	3	7
ENST00000397760	ENSG00000120913	11.5	0	0	11.5	4.5	6.5
ENST00000397761	ENSG00000120913	10	2	10	0	1	1
ENST00000397762	ENSG00000129472	3	4	3	9.79764	4.89637	7.95011
ENST00000397764	ENSG00000214194	160.5	548.23123	572.57579	970.31605	1204.68523	466.73475
ENST00000397766	ENSG00000182405	13	2	19	34	31	21
ENST00000397770	ENSG00000076344	0	0	0	0	1	0
ENST00000397771	ENSG00000100325	21	40	33	50	53	74
ENST00000397776	ENSG00000236257	1	0	1	0	0	1
ENST00000397778	ENSG00000122490	0	1	0	1	0	1
ENST00000397783	ENSG00000007392	19	29	26	20	34	36
ENST00000397789	ENSG00000186575	0	0	0	0	1	2
ENST00000397802	ENSG00000168495	58	106	76	73	67	95
ENST00000397805	ENSG00000114248	0	0	2	0	0	0
ENST00000397809	ENSG00000173588	0	1	0	0	2	4
ENST00000397817	ENSG00000103152	0	0	0	1	0	1
ENST00000397820	ENSG00000214212	0	0	0	0	0.81005	0
ENST00000397821	ENSG00000147010	9	17.99999	26.99999	80.99995	70.03442	111.99994
ENST00000397828	ENSG00000126070	0	1	0	0	1	0
ENST00000397841	ENSG00000183250	3	7	6	5	8	8
ENST00000397850	ENSG00000160255	4	5	8	2	3	2
ENST00000397851	ENSG00000165795	1	0	0	0.5	1	0.5
ENST00000397852	ENSG00000160255	0	4.0774	0	0.79664	0	0
ENST00000397853	ENSG00000165795	0	1	1	2	4	2
ENST00000397857	ENSG00000160255	3	20	15	1	1	0
ENST00000397860	ENSG00000197971	93.14228	140.80317	184.65725	158.12786	157.8028	180.89809
ENST00000397863	ENSG00000197971	0	0	1	4	4	4
ENST00000397871	ENSG00000100296	23	48	40	38	40	56
ENST00000397872	ENSG00000100296	11	31	29	36	44	62
ENST00000397873	ENSG00000100296	23	58	56	78	77	102
ENST00000397876	ENSG00000161981	2	1	6	7	7	5
ENST00000397885	ENSG00000080608	42	126.73389	92.60038	122.51144	119.51627	0
ENST00000397887	ENSG00000183255	0	11	3	25	15	26
ENST00000397893	ENSG00000184900	2	2	1	0	0	0
ENST00000397898	ENSG00000184900	2	2	0	15	12	7
ENST00000397901	ENSG00000131165	1	3	3	5	1	3
ENST00000397902	ENSG00000196605	4	6	10	42	32	45
ENST00000397912	ENSG00000128563	347.08529	536.6328	594.30829	776.07296	783.60133	928.4808
ENST00000397914	ENSG00000166347	41	83	83	1	43	59
ENST00000397936	ENSG00000169302	0	0	3	5	2.70676	2.61855
ENST00000397938	ENSG00000182944	108	268	183	301.88757	330.78194	361.78958
ENST00000397940	ENSG00000158806	0	0	1	0	0	1
ENST00000397942	ENSG00000170677	19	24	28	37	46	54
ENST00000397956	ENSG00000160226	1	0	0	0	0	1
ENST00000397961	ENSG00000141959	0	0	0	1	1	0
ENST00000397967	ENSG00000129538	121	143	3.73918	880.69116	4e-05	821.84698
ENST00000397970	ENSG00000129538	6	9	9	65	58	44
ENST00000397977	ENSG00000104613	0	30.58716	0	0	0	0
ENST00000397979	ENSG00000076984	2	5	3	1	1	1
ENST00000397980	ENSG00000112419	0	1	3	0	0	0
ENST00000397981	ENSG00000076984	0	0	1	0	0	1
ENST00000397983	ENSG00000076984	0	0	0	1	2	4
ENST00000397985	ENSG00000166401	10	21	19	51	55	57
ENST00000397988	ENSG00000166401	0	0	1	0	0	0
ENST00000397995	ENSG00000258818	0	3	1	10	18	9
ENST00000398004	ENSG00000175782	24	54	45	116	181	142
ENST00000398006	ENSG00000086848	1	3	4	8	6	3
ENST00000398013	ENSG00000140157	16	26	43	208	196	280
ENST00000398014	ENSG00000140157	0	0	0	1	1	0
ENST00000398019	ENSG00000166396	1	0	3	101	94	108
ENST00000398020	ENSG00000165782	62	81	69	66	54	126
ENST00000398022	ENSG00000101337	93	214	152	218	305	284
ENST00000398030	ENSG00000100823	168	320	354	123	133	151
ENST00000398033	ENSG00000155957	10	22	33	27	25	19
ENST00000398035	ENSG00000214290	17	36	44	9	15	4
ENST00000398042	ENSG00000183597	2	3	6	4	3	3
ENST00000398043	ENSG00000214293	4	3	5	6	10	5.99999
ENST00000398050	ENSG00000214297	0	0	1	0	1	3
ENST00000398055	ENSG00000174206	7	31	28	71	108	97
ENST00000398071	ENSG00000087269	3	4.41744	6	0	6	9.99999
ENST00000398073	ENSG00000175215	19	31	20	29	32	46
ENST00000398075	ENSG00000214309	9	12	3	10	9	6
ENST00000398080	ENSG00000047634	9	14	12	22	22	25
ENST00000398081	ENSG00000160209	0	0	0	0	0	1
ENST00000398083	ENSG00000149599	0	0	0	0	0	1
ENST00000398084	ENSG00000149599	0	0	1	1	0	2
ENST00000398092	ENSG00000272822	18	30	22	9	7	12
ENST00000398101	ENSG00000074416	3	2	7	0	2	5
ENST00000398104	ENSG00000074416	1447	1911	2626	794	950	958
ENST00000398117	ENSG00000171791	0	0	0	0.08338	0.04452	1
ENST00000398119	ENSG00000102786	0	0	0	0	0	1
ENST00000398122	ENSG00000090857	0	0	0	1	0	1
ENST00000398125	ENSG00000087274	0	0	0	0	0	1
ENST00000398129	ENSG00000087274	1	5	8	7	3	2
ENST00000398136	ENSG00000152558	121	265	267	577	623	664
ENST00000398139	ENSG00000119725	0	0	0	1	0	0
ENST00000398145	ENSG00000100099	0.85868	4	0.4509	6	2.8292	8.30798
ENST00000398148	ENSG00000088247	0	0	0	0	1	0
ENST00000398153	ENSG00000111906	461	812	914	676	805.32146	775
ENST00000398158	ENSG00000160200	0	1	1	9	5	9
ENST00000398160	ENSG00000100814	1	3.97811	0	0.99449	2.98711	1
ENST00000398165	ENSG00000160200	12.88175	9.55177	50	91.32507	25.89435	103.6413
ENST00000398168	ENSG00000274276	236	473	391	20	26	23
ENST00000398174	ENSG00000101294	17	29	23	12	14	11
ENST00000398187	ENSG00000077458	0	0	1	0	1	0
ENST00000398190	ENSG00000214362	1	1	1	1	0	0
ENST00000398208	ENSG00000160193	0	1e-05	8.71787	1e-05	0.37534	31.99999
ENST00000398213	ENSG00000170473	253	386	463	294	366	343
ENST00000398215	ENSG00000244752	0	0	0	0	1	0
ENST00000398220	ENSG00000214374	0	0	0	0	1	0
ENST00000398224	ENSG00000160191	0	3	4	0	0	0
ENST00000398225	ENSG00000160191	1	1	0	0	0	0
ENST00000398226	ENSG00000131871	16	29	21	62	57	91
ENST00000398232	ENSG00000160191	0	0	0	0	1	0
ENST00000398234	ENSG00000160191	0	1	2	0	0	0
ENST00000398235	ENSG00000168802	8	23	11	25	26	39
ENST00000398236	ENSG00000160191	1	1	0	0	0	0
ENST00000398238	ENSG00000073969	6	29	21	28	34	31
ENST00000398242	ENSG00000215270	0	1	0	1	0	1
ENST00000398246	ENSG00000154359	0	1	0	0	1	1
ENST00000398249	ENSG00000105723	3.88714	8.46669	12.86184	2.87257	1.18987	0
ENST00000398250	ENSG00000203805	4	0	2	0	0	0
ENST00000398253	ENSG00000184939	0	0.95684	2.91913	0	0	0
ENST00000398258	ENSG00000196776	0	0	0	1	0	0
ENST00000398259	ENSG00000214389	25	35	67	30	45	30
ENST00000398263	ENSG00000152291	4	32	26	47	44	42
ENST00000398275	ENSG00000214401	34	36	68	68	95	94
ENST00000398289	ENSG00000214413	3	5	2	14	15	23
ENST00000398295	ENSG00000235847	0	0	0	1	0	1
ENST00000398316	ENSG00000102531	0	1	1	0	0	0
ENST00000398317	ENSG00000214434	0	0	0	1	2	0
ENST00000398322	ENSG00000181513	0	1	0	0	0	0
ENST00000398333	ENSG00000250021	0	0	1	11	10	7
ENST00000398337	ENSG00000203485	44	7.67264	14.30725	23.76889	30.7013	26.46516
ENST00000398343	ENSG00000160190	0	1	0	0	0	0
ENST00000398344	ENSG00000099977	3941	5094.45302	6551.87975	6378.36543	8772.1749	6798.4926
ENST00000398352	ENSG00000160188	3	5	8	6	5	5
ENST00000398355	ENSG00000046647	237	382	411	155	186	152
ENST00000398357	ENSG00000214455	0	0	2	2	1	1
ENST00000398392	ENSG00000163320	2	0	1	2	6	3
ENST00000398397	ENSG00000160183	0	1	0	9	10	1.78543
